datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
12/12/2011 9:00,4,0,1,2,7.38,10.605,74,6.0032,12,208,220
12/12/2011 14:00,4,0,1,2,13.12,16.665,53,8.9981,16,95,111
12/12/2011 15:00,4,0,1,2,13.12,16.665,57,7.0015,8,124,132
12/13/2011 11:00,4,0,1,1,13.94,15.91,46,16.9979,9,115,124
12/14/2011 4:00,4,0,1,1,10.66,15.15,75,0,0,4,4
12/15/2011 17:00,4,0,1,2,21.32,25,59,19.0012,14,310,324
12/19/2011 4:00,4,0,1,1,6.56,9.09,86,8.9981,0,4,4
12/19/2011 19:00,4,0,1,2,14.76,17.425,53,11.0014,17,234,251
1/2/2012 6:00,1,1,0,1,10.66,11.365,41,26.0027,0,14,14
1/3/2012 4:00,1,0,1,1,6.56,7.575,55,16.9979,0,5,5
1/5/2012 9:00,1,0,1,2,9.02,13.635,69,0,7,220,227
1/5/2012 19:00,1,0,1,1,13.94,17.425,34,6.0032,10,255,265
1/7/2012 5:00,1,0,0,1,10.66,13.635,75,7.0015,2,7,9
1/7/2012 18:00,1,0,0,1,22.14,25.76,45,8.9981,49,248,297
1/9/2012 2:00,1,0,1,1,9.84,12.12,56,8.9981,2,3,5
1/11/2012 8:00,1,0,1,1,8.2,11.365,82,7.0015,11,488,499
1/12/2012 11:00,1,0,1,2,13.94,17.425,81,7.0015,18,101,119
1/12/2012 13:00,1,0,1,1,17.22,21.21,77,11.0014,13,170,183
1/13/2012 10:00,1,0,1,1,9.84,9.85,44,30.0026,2,101,103
1/14/2012 5:00,1,0,0,1,5.74,7.575,50,8.9981,0,4,4
1/15/2012 10:00,1,0,0,1,5.74,6.06,54,19.0012,11,115,126
1/15/2012 11:00,1,0,0,1,6.56,7.575,47,15.0013,21,144,165
1/16/2012 13:00,1,1,0,2,9.84,9.85,41,27.9993,26,202,228
1/19/2012 19:00,1,0,1,2,10.66,11.365,48,19.9995,5,229,234
2/1/2012 10:00,1,0,1,1,16.4,20.455,62,8.9981,9,124,133
2/1/2012 11:00,1,0,1,1,16.4,20.455,58,11.0014,27,116,143
2/2/2012 9:00,1,0,1,3,15.58,19.695,87,0,15,213,228
2/2/2012 17:00,1,0,1,1,17.22,21.21,54,32.9975,13,437,450
2/3/2012 14:00,1,0,1,1,14.76,17.425,46,15.0013,22,148,170
2/3/2012 19:00,1,0,1,1,13.94,17.425,49,7.0015,11,256,267
2/7/2012 15:00,1,0,1,1,18.04,21.97,38,12.998,13,133,146
2/8/2012 5:00,1,0,1,1,9.84,12.88,70,6.0032,0,20,20
2/11/2012 22:00,1,0,0,2,5.74,5.305,39,26.0027,0,46,46
2/13/2012 3:00,1,0,1,1,4.92,7.575,54,7.0015,0,1,1
2/17/2012 0:00,1,0,1,2,12.3,16.665,87,0,2,32,34
2/19/2012 15:00,1,0,0,2,12.3,14.395,49,12.998,85,168,253
3/2/2012 0:00,1,0,1,1,13.94,16.665,53,11.0014,1,45,46
3/2/2012 3:00,1,0,1,1,13.12,15.91,57,12.998,0,3,3
3/2/2012 15:00,1,0,1,2,17.22,21.21,50,19.9995,5,73,78
3/3/2012 8:00,1,0,0,3,14.76,18.94,93,0,2,46,48
3/4/2012 7:00,1,0,0,2,12.3,13.635,52,19.9995,2,21,23
3/4/2012 22:00,1,0,0,1,10.66,12.12,41,16.9979,9,53,62
3/5/2012 8:00,1,0,1,1,8.2,11.365,59,7.0015,13,415,428
3/5/2012 15:00,1,0,1,2,12.3,14.395,53,12.998,20,110,130
3/6/2012 6:00,1,0,1,1,7.38,10.605,51,7.0015,3,99,102
3/6/2012 21:00,1,0,1,1,13.12,15.91,49,12.998,5,143,148
3/6/2012 23:00,1,0,1,1,11.48,13.635,61,15.0013,3,51,54
3/9/2012 15:00,1,0,1,1,18.86,22.725,24,16.9979,50,188,238
3/11/2012 9:00,1,0,0,1,10.66,12.88,60,15.0013,20,70,90
3/12/2012 9:00,1,0,1,1,15.58,19.695,54,11.0014,21,260,281
3/12/2012 17:00,1,0,1,2,25.42,31.06,38,27.9993,87,557,644
3/12/2012 22:00,1,0,1,2,22.96,26.515,56,15.0013,17,116,133
3/13/2012 6:00,1,0,1,3,18.86,22.725,82,12.998,5,108,113
3/13/2012 22:00,1,0,1,1,22.96,26.515,60,6.0032,24,146,170
3/13/2012 23:00,1,0,1,1,22.96,26.515,56,8.9981,8,79,87
3/15/2012 15:00,1,0,1,1,29.52,32.575,32,15.0013,100,187,287
3/17/2012 22:00,1,0,0,1,22.14,25.76,68,0,58,153,211
3/18/2012 21:00,1,0,0,1,21.32,25,72,6.0032,44,129,173
3/19/2012 3:00,1,0,1,1,18.86,22.725,88,6.0032,0,2,2
3/19/2012 18:00,1,0,1,1,26.24,31.06,57,16.9979,120,681,801
4/1/2012 7:00,2,0,0,2,14.76,17.425,71,8.9981,29,55,84
4/1/2012 21:00,2,0,0,2,20.5,24.24,59,11.0014,33,101,134
4/2/2012 14:00,2,0,1,1,18.86,22.725,31,27.9993,127,141,268
4/2/2012 19:00,2,0,1,1,20.5,24.24,27,16.9979,66,428,494
4/2/2012 21:00,2,0,1,1,18.86,22.725,28,8.9981,24,214,238
4/4/2012 19:00,2,0,1,1,27.06,31.06,39,15.0013,75,419,494
4/5/2012 8:00,2,0,1,1,14.76,17.425,46,15.0013,28,610,638
4/5/2012 18:00,2,0,1,1,20.5,24.24,31,7.0015,80,618,698
4/5/2012 19:00,2,0,1,1,19.68,23.485,31,16.9979,64,423,487
4/6/2012 0:00,2,0,1,1,16.4,20.455,43,0,12,49,61
4/6/2012 9:00,2,0,1,1,13.94,15.15,42,22.0028,58,318,376
4/6/2012 14:00,2,0,1,1,19.68,23.485,29,26.0027,240,250,490
4/8/2012 2:00,2,0,0,1,18.04,21.97,24,15.0013,7,25,32
4/8/2012 12:00,2,0,0,1,22.14,25.76,24,16.9979,198,259,457
4/9/2012 0:00,2,0,1,1,19.68,23.485,39,19.0012,8,29,37
4/10/2012 2:00,2,0,1,1,14.76,17.425,71,8.9981,0,2,2
4/10/2012 12:00,2,0,1,1,22.14,25.76,22,19.0012,75,184,259
4/10/2012 13:00,2,0,1,1,21.32,25,23,11.0014,81,202,283
4/12/2012 13:00,2,0,1,1,19.68,23.485,36,30.0026,55,148,203
4/14/2012 10:00,2,0,0,1,18.86,22.725,51,11.0014,139,267,406
4/16/2012 5:00,2,1,0,1,22.14,25.76,77,15.0013,4,34,38
4/16/2012 21:00,2,1,0,1,27.88,31.82,51,16.9979,39,232,271
4/17/2012 16:00,2,0,1,1,27.88,31.06,22,23.9994,50,320,370
4/17/2012 18:00,2,0,1,1,26.24,30.305,25,19.0012,105,670,775
4/18/2012 8:00,2,0,1,3,20.5,24.24,39,12.998,25,551,576
4/19/2012 12:00,2,0,1,1,22.14,25.76,49,0,51,213,264
5/1/2012 14:00,2,0,1,2,30.34,33.335,48,16.9979,37,167,204
5/3/2012 17:00,2,0,1,1,29.52,33.335,54,8.9981,87,617,704
5/4/2012 14:00,2,0,1,2,27.06,31.06,74,19.0012,83,159,242
5/9/2012 12:00,2,0,1,2,25.42,31.06,57,15.0013,58,222,280
5/9/2012 13:00,2,0,1,2,26.24,31.06,53,16.9979,50,216,266
5/9/2012 17:00,2,0,1,2,26.24,31.06,53,8.9981,76,629,705
5/11/2012 15:00,2,0,1,1,25.42,30.305,25,12.998,140,299,439
5/11/2012 16:00,2,0,1,1,25.42,30.305,25,22.0028,128,397,525
5/12/2012 6:00,2,0,0,1,17.22,21.21,67,6.0032,10,23,33
5/12/2012 11:00,2,0,0,1,25.42,31.06,41,6.0032,157,365,522
5/13/2012 22:00,2,0,0,2,25.42,30.305,61,11.0014,42,89,131
5/17/2012 18:00,2,0,1,1,27.06,31.06,27,11.0014,134,734,868
5/18/2012 16:00,2,0,1,1,27.06,31.06,34,16.9979,151,417,568
6/2/2012 21:00,2,0,0,1,24.6,31.06,40,7.0015,96,220,316
6/3/2012 2:00,2,0,0,1,21.32,25,59,7.0015,22,67,89
6/5/2012 1:00,2,0,1,2,21.32,25,77,22.0028,2,18,20
6/5/2012 12:00,2,0,1,2,22.14,25.76,56,15.0013,45,202,247
6/6/2012 3:00,2,0,1,1,18.86,22.725,82,0,0,8,8
6/6/2012 4:00,2,0,1,1,18.86,22.725,82,7.0015,3,7,10
6/6/2012 22:00,2,0,1,1,21.32,25,77,6.0032,27,221,248
6/8/2012 22:00,2,0,1,1,27.88,31.82,41,7.0015,61,230,291
6/9/2012 16:00,2,0,0,1,33.62,34.85,24,12.998,219,315,534
6/9/2012 21:00,2,0,0,1,30.34,32.575,40,12.998,105,211,316
6/10/2012 9:00,2,0,0,1,28.7,32.575,58,0,91,175,266
6/11/2012 10:00,2,0,1,1,29.52,34.09,62,11.0014,52,95,147
6/13/2012 11:00,2,0,1,2,27.06,31.06,54,30.0026,64,182,246
6/14/2012 2:00,2,0,1,2,25.42,31.06,53,16.9979,1,8,9
6/15/2012 1:00,2,0,1,1,23.78,27.275,78,12.998,9,42,51
6/15/2012 6:00,2,0,1,1,22.14,25.76,83,8.9981,9,142,151
6/16/2012 4:00,2,0,0,1,22.14,25.76,68,8.9981,3,5,8
6/16/2012 12:00,2,0,0,1,27.88,31.82,41,7.0015,254,349,603
6/17/2012 12:00,2,0,0,1,25.42,31.06,57,0,260,355,615
6/18/2012 23:00,2,0,1,3,24.6,28.79,78,12.998,17,57,74
7/2/2012 3:00,3,0,1,2,29.52,33.335,54,27.9993,0,5,5
7/2/2012 10:00,3,0,1,1,32.8,36.365,43,16.9979,70,104,174
7/4/2012 11:00,3,1,0,1,33.62,37.88,46,8.9981,164,321,485
7/4/2012 16:00,3,1,0,1,37.72,42.425,35,16.9979,163,226,389
7/4/2012 18:00,3,1,0,1,36.9,42.425,42,12.998,159,271,430
7/5/2012 4:00,3,0,1,1,29.52,33.335,58,0,0,7,7
7/5/2012 11:00,3,0,1,1,36.9,40.91,35,19.9995,107,137,244
7/5/2012 15:00,3,0,1,1,37.72,41.665,33,23.9994,71,183,254
7/9/2012 1:00,3,0,1,3,28.7,33.335,89,7.0015,5,13,18
7/10/2012 5:00,3,0,1,1,27.06,30.305,83,8.9981,3,39,42
7/10/2012 13:00,3,0,1,1,33.62,36.365,38,12.998,77,203,280
7/11/2012 3:00,3,0,1,1,26.24,28.79,89,8.9981,0,5,5
7/13/2012 19:00,3,0,1,1,30.34,33.335,51,11.0014,103,385,488
7/16/2012 4:00,3,0,1,1,27.88,31.82,79,7.0015,1,11,12
7/17/2012 3:00,3,0,1,1,29.52,34.09,66,0,0,3,3
7/17/2012 5:00,3,0,1,1,27.88,31.82,74,6.0032,7,31,38
7/17/2012 20:00,3,0,1,1,35.26,37.88,34,11.0014,52,375,427
7/18/2012 9:00,3,0,1,1,33.62,39.395,56,0,44,253,297
7/19/2012 7:00,3,0,1,1,30.34,34.09,58,19.0012,23,450,473
7/19/2012 16:00,3,0,1,1,34.44,38.635,47,6.0032,70,288,358
8/1/2012 3:00,3,0,1,1,26.24,28.79,83,7.0015,0,7,7
8/1/2012 8:00,3,0,1,2,27.06,30.305,78,12.998,32,649,681
8/2/2012 21:00,3,0,1,1,31.16,36.365,66,15.0013,41,301,342
8/3/2012 4:00,3,0,1,1,27.06,30.305,83,16.9979,1,11,12
8/3/2012 10:00,3,0,1,2,32.8,37.12,52,12.998,82,167,249
8/3/2012 21:00,3,0,1,2,31.16,36.365,66,12.998,54,224,278
8/4/2012 19:00,3,0,0,1,33.62,38.635,52,23.9994,133,264,397
8/4/2012 23:00,3,0,0,1,31.16,36.365,66,19.9995,61,161,222
8/5/2012 4:00,3,0,0,1,29.52,34.85,74,16.9979,3,11,14
8/5/2012 18:00,3,0,0,3,28.7,33.335,74,8.9981,75,154,229
8/8/2012 16:00,3,0,1,2,32.8,37.12,49,19.0012,113,328,441
8/8/2012 23:00,3,0,1,1,29.52,34.09,70,8.9981,16,120,136
8/9/2012 18:00,3,0,1,2,33.62,37.88,46,16.9979,78,733,811
8/9/2012 21:00,3,0,1,2,28.7,32.575,58,11.0014,50,286,336
8/11/2012 0:00,3,0,0,1,28.7,32.575,70,19.0012,38,142,180
8/11/2012 2:00,3,0,0,3,26.24,29.545,78,12.998,19,66,85
8/14/2012 14:00,3,0,1,1,33.62,37.12,41,15.0013,80,175,255
8/14/2012 15:00,3,0,1,1,33.62,37.88,46,15.0013,84,199,283
8/15/2012 9:00,3,0,1,2,29.52,34.09,62,12.998,57,310,367
8/16/2012 6:00,3,0,1,1,24.6,28.79,78,11.0014,3,162,165
9/1/2012 14:00,3,0,0,2,35.26,39.395,44,11.0014,240,274,514
9/2/2012 9:00,3,0,0,2,28.7,33.335,84,0,88,144,232
9/6/2012 22:00,3,0,1,1,26.24,28.79,89,11.0014,24,193,217
9/9/2012 0:00,3,0,0,2,22.96,26.515,73,12.998,18,106,124
9/9/2012 11:00,3,0,0,1,27.06,31.06,47,16.9979,194,391,585
9/10/2012 19:00,3,0,1,1,25.42,31.06,38,19.9995,71,562,633
9/11/2012 20:00,3,0,1,1,23.78,27.275,56,8.9981,40,421,461
9/13/2012 17:00,3,0,1,1,29.52,32.575,42,12.998,97,787,884
9/14/2012 20:00,3,0,1,1,27.06,31.06,61,7.0015,67,337,404
9/15/2012 9:00,3,0,0,1,24.6,31.06,43,27.9993,79,263,342
9/15/2012 13:00,3,0,0,1,27.88,31.82,36,12.998,327,377,704
9/15/2012 17:00,3,0,0,2,27.06,31.06,36,16.9979,295,434,729
9/16/2012 1:00,3,0,0,1,22.14,25.76,64,0,35,82,117
9/17/2012 7:00,3,0,1,1,21.32,25,77,0,18,474,492
9/17/2012 19:00,3,0,1,2,25.42,29.545,73,7.0015,51,435,486
9/18/2012 15:00,3,0,1,3,24.6,27.275,88,16.9979,1,35,36
9/19/2012 3:00,3,0,1,2,21.32,25,63,16.9979,1,4,5
10/1/2012 2:00,4,0,1,1,18.86,22.725,72,0,6,6,12
10/1/2012 5:00,4,0,1,1,18.04,21.97,77,0,2,34,36
10/2/2012 1:00,4,0,1,2,22.14,25.76,77,7.0015,0,11,11
10/2/2012 3:00,4,0,1,2,22.14,25.76,88,12.998,1,4,5
10/3/2012 7:00,4,0,1,2,24.6,25.76,94,12.998,11,504,515
10/4/2012 1:00,4,0,1,2,25.42,27.275,94,0,2,23,25
10/5/2012 7:00,4,0,1,1,21.32,25,83,7.0015,11,417,428
10/7/2012 12:00,4,0,0,2,17.22,21.21,71,0,100,292,392
10/8/2012 2:00,4,1,0,1,13.94,16.665,81,12.998,3,12,15
10/8/2012 18:00,4,1,0,2,17.22,21.21,66,19.0012,41,415,456
10/8/2012 21:00,4,1,0,2,16.4,20.455,76,15.0013,17,134,151
10/9/2012 7:00,4,0,1,1,15.58,19.695,83,16.9979,5,357,362
10/10/2012 13:00,4,0,1,1,22.96,26.515,49,0,60,237,297
10/11/2012 13:00,4,0,1,1,20.5,24.24,31,7.0015,48,243,291
10/12/2012 15:00,4,0,1,1,21.32,25,42,30.0026,138,317,455
10/13/2012 22:00,4,0,0,1,16.4,20.455,62,0,33,156,189
10/14/2012 17:00,4,0,0,1,26.24,31.06,44,12.998,193,346,539
10/15/2012 3:00,4,0,1,2,22.96,26.515,73,16.9979,2,2,4
10/16/2012 13:00,4,0,1,1,21.32,25,45,19.0012,68,260,328
10/17/2012 14:00,4,0,1,2,22.96,26.515,43,11.0014,82,188,270
10/18/2012 1:00,4,0,1,1,18.86,22.725,82,15.0013,0,14,14
10/18/2012 2:00,4,0,1,1,18.86,22.725,82,12.998,1,13,14
11/1/2012 22:00,4,0,1,1,14.76,17.425,57,11.0014,27,175,202
11/2/2012 16:00,4,0,1,1,15.58,19.695,40,22.0028,48,373,421
11/3/2012 8:00,4,0,0,2,13.94,15.15,46,19.9995,10,132,142
11/4/2012 11:00,4,0,0,1,15.58,19.695,46,15.0013,134,311,445
11/4/2012 21:00,4,0,0,1,12.3,13.635,52,19.9995,16,71,87
11/5/2012 9:00,4,0,1,2,12.3,14.395,52,19.0012,18,239,257
11/6/2012 17:00,4,0,1,1,13.12,15.15,53,15.0013,30,597,627
11/6/2012 20:00,4,0,1,1,12.3,14.395,61,15.0013,10,218,228
11/8/2012 1:00,4,0,1,3,12.3,13.635,52,23.9994,1,11,12
11/8/2012 6:00,4,0,1,1,12.3,14.395,39,15.0013,2,122,124
11/8/2012 7:00,4,0,1,1,11.48,12.88,36,26.0027,12,411,423
11/9/2012 2:00,4,0,1,1,13.12,15.15,53,16.9979,1,11,12
11/9/2012 19:00,4,0,1,1,13.94,17.425,71,6.0032,30,331,361
11/10/2012 10:00,4,0,0,1,16.4,20.455,58,0,86,264,350
11/11/2012 4:00,4,0,0,1,13.12,16.665,81,7.0015,5,6,11
11/11/2012 19:00,4,0,0,1,19.68,23.485,55,8.9981,69,208,277
11/14/2012 2:00,4,0,1,1,9.84,10.605,60,19.9995,0,1,1
11/14/2012 16:00,4,0,1,1,13.94,17.425,46,7.0015,31,290,321
11/15/2012 0:00,4,0,1,2,10.66,15.15,65,0,1,33,34
11/15/2012 4:00,4,0,1,2,11.48,14.395,65,8.9981,0,5,5
11/16/2012 10:00,4,0,1,1,13.94,16.665,53,12.998,33,165,198
11/16/2012 17:00,4,0,1,1,14.76,17.425,46,12.998,41,539,580
11/17/2012 5:00,4,0,0,1,9.84,12.12,70,11.0014,1,10,11
11/17/2012 21:00,4,0,0,2,13.12,16.665,57,7.0015,15,124,139
11/18/2012 7:00,4,0,0,1,11.48,13.635,81,12.998,3,39,42
11/18/2012 18:00,4,0,0,1,14.76,17.425,66,15.0013,36,240,276
11/18/2012 21:00,4,0,0,1,14.76,16.665,66,16.9979,17,93,110
11/19/2012 6:00,4,0,1,2,14.76,16.665,66,16.9979,3,128,131
12/2/2012 18:00,4,0,0,2,18.04,21.97,72,7.0015,25,178,203
12/4/2012 11:00,4,0,1,1,19.68,23.485,77,12.998,24,183,207
12/5/2012 5:00,4,0,1,1,20.5,24.24,59,19.0012,1,48,49
12/5/2012 6:00,4,0,1,3,19.68,23.485,55,26.0027,5,119,124
12/5/2012 11:00,4,0,1,1,18.04,21.97,44,19.0012,11,161,172
12/5/2012 17:00,4,0,1,1,18.04,21.97,35,19.0012,29,576,605
12/5/2012 20:00,4,0,1,1,13.94,15.15,46,26.0027,19,274,293
12/5/2012 21:00,4,0,1,1,13.94,15.15,46,27.9993,14,184,198
12/6/2012 12:00,4,0,1,1,11.48,15.91,41,0,29,206,235
12/8/2012 3:00,4,0,0,2,14.76,18.18,93,7.0015,6,23,29
12/8/2012 7:00,4,0,0,2,14.76,18.18,100,6.0032,3,36,39
12/8/2012 23:00,4,0,0,2,16.4,20.455,94,0,18,144,162
12/9/2012 6:00,4,0,0,3,16.4,20.455,94,7.0015,0,6,6
12/11/2012 1:00,4,0,1,1,17.22,21.21,71,30.0026,1,7,8
12/13/2012 14:00,4,0,1,1,14.76,17.425,34,11.0014,31,211,242
12/15/2012 0:00,4,0,0,1,12.3,16.665,70,0,4,90,94
12/15/2012 10:00,4,0,0,1,13.12,15.91,61,11.0014,23,250,273
12/16/2012 13:00,4,0,0,2,15.58,19.695,76,12.998,67,289,356
12/17/2012 3:00,4,0,1,2,14.76,18.94,93,0,0,3,3
12/18/2012 19:00,4,0,1,1,15.58,19.695,46,26.0027,19,334,353
12/18/2012 23:00,4,0,1,1,13.94,17.425,49,6.0032,1,80,81
12/19/2012 9:00,4,0,1,1,11.48,14.395,75,7.0015,8,309,317
12/19/2012 11:00,4,0,1,1,16.4,20.455,54,15.0013,31,169,200